Feuchtigkeit	SHT21	DPS310
%	C	C
26.80	25.85	24.50
26.80	25.85	24.48
26.80	25.85	24.48
26.80	25.85	24.47
26.80	25.85	24.52
26.80	25.85	24.52
26.80	25.85	24.47
26.80	25.85	24.47
26.80	25.85	24.47
26.80	25.85	24.48
26.80	25.84	24.48
26.80	25.85	24.48
26.80	25.85	24.49
26.80	25.85	24.49
26.80	25.84	24.45
26.80	25.85	24.45
26.80	25.85	24.52
26.80	25.85	24.48
26.80	25.85	24.48
26.80	25.85	24.49
26.85	25.85	24.49
26.85	25.85	24.49
26.85	25.85	24.47
26.85	25.85	24.52
26.89	25.85	24.52
26.85	25.85	24.52
26.86	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.80	25.85	24.53
26.85	25.86	24.53
26.92	25.85	24.53
26.96	25.85	24.52
26.96	25.85	24.52
27.2	25.85	24.52
27.0	25.85	24.53
27.0	25.85	24.53
26.96	25.85	24.52
27.0	25.85	24.54
26.96	25.85	24.54
27.0	25.85	24.52
27.2	25.85	24.51
26.96	25.85	24.51
26.96	25.85	24.52
26.96	25.85	24.52
26.96	25.85	24.53
26.98	25.86	24.52
26.96	25.85	24.52
26.92	25.85	24.54
26.92	25.85	24.54
26.92	25.86	24.54
26.94	25.86	24.52
26.92	25.85	24.52
26.94	25.86	24.53
26.94	25.86	24.54
26.92	25.85	24.54
26.89	25.86	24.52
26.89	25.85	24.53
26.89	25.85	24.53
26.89	25.85	24.53
26.89	25.85	24.52
26.85	25.85	24.52
26.89	25.85	24.54
26.89	25.85	24.54
26.89	25.85	24.51
26.89	25.85	24.53
26.89	25.85	24.53
26.85	25.85	24.57
26.85	25.86	24.54
26.85	25.86	24.54
26.85	25.85	24.51
26.85	25.85	24.51
26.85	25.86	24.54
26.85	25.86	24.51
26.85	25.85	24.51
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.52
26.85	25.85	24.54
26.85	25.85	24.54
26.80	25.85	24.51
26.85	25.85	24.51
26.85	25.85	24.51
26.85	25.86	24.51
26.85	25.86	24.51
26.89	25.85	24.51
26.85	25.86	24.51
26.85	25.86	24.51
26.89	25.86	24.55
26.90	25.86	24.53
26.90	25.85	24.53
26.89	25.86	24.57
26.86	25.86	24.56
26.90	25.86	24.56
26.90	25.85	24.55
26.90	25.86	24.55
26.86	25.86	24.55
26.89	25.86	24.57
26.86	25.86	24.57
26.89	25.86	24.57
26.89	25.86	24.56
26.89	25.86	24.56
26.89	25.86	24.56
26.90	25.86	24.57
26.90	25.86	24.57
26.89	25.86	24.56
26.85	25.86	24.56
26.85	25.85	24.51
26.89	25.85	24.55
26.89	25.86	24.55
26.90	25.86	24.55
26.86	25.86	24.54
26.85	25.86	24.54
26.90	25.85	24.57
26.85	25.86	24.56
26.85	25.85	24.56
26.85	25.86	24.54
26.85	25.85	24.54
26.90	25.85	24.58
26.85	25.86	24.57
26.85	25.85	24.57
26.85	25.85	24.58
26.86	25.86	24.55
26.86	25.86	24.55
26.85	25.86	24.54
26.85	25.86	24.53
26.85	25.85	24.53
26.80	25.85	24.56
26.85	25.85	24.56
26.85	25.86	24.56
26.86	25.86	24.57
26.82	25.85	24.57
26.80	25.85	24.56
26.80	25.85	24.55
26.80	25.85	24.55
26.80	25.85	24.57
26.80	25.85	24.57
26.85	25.85	24.54
26.85	25.86	24.55
26.80	25.86	24.55
26.86	25.86	24.56
26.86	25.86	24.56
26.86	25.86	24.56
26.85	25.85	24.54
26.80	25.85	24.58
26.80	25.85	24.58
26.86	25.86	24.55
26.85	25.86	24.55
26.82	25.85	24.56
26.80	25.86	24.56
26.85	25.85	24.56
26.80	25.85	24.56
26.80	25.85	24.56
26.86	25.86	24.56
26.80	25.85	24.57
26.85	25.85	24.57
26.80	25.85	24.56
26.86	25.85	24.57
26.80	25.86	24.57
26.80	25.86	24.56
26.80	25.86	24.56
26.86	25.86	24.56
26.80	25.86	24.55
26.80	25.86	24.56
26.80	25.85	24.56
26.80	25.86	24.57
26.85	25.85	24.57
26.80	25.86	24.56
26.80	25.85	24.57
26.80	25.85	24.57
26.80	25.85	24.55
26.80	25.86	24.56
26.80	25.86	24.56
26.80	25.85	24.56
26.82	25.86	24.56
26.80	25.85	24.54
26.76	25.85	24.57
26.76	25.85	24.57
26.76	25.85	24.54
26.80	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.54
26.80	25.85	24.54
26.76	25.85	24.55
26.80	25.85	24.57
26.76	25.85	24.57
26.80	25.85	24.55
26.76	25.85	24.57
26.82	25.85	24.57
26.80	25.86	24.55
26.82	25.85	24.55
26.80	25.85	24.55
26.80	25.86	24.54
26.80	25.85	24.54
26.80	25.85	24.53
26.80	25.85	24.55
26.82	25.86	24.55
26.80	25.85	24.57
26.80	25.85	24.53
26.80	25.85	24.53
26.80	25.85	24.56
26.80	25.85	24.56
26.76	25.85	24.56
26.82	25.86	24.53
26.80	25.85	24.53
26.82	25.86	24.53
26.76	25.85	24.55
26.80	25.85	24.55
26.76	25.86	24.53
26.76	25.85	24.53
26.76	25.85	24.55
26.76	25.85	24.55
26.79	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.55
26.76	25.85	24.55
26.73	25.85	24.54
26.76	25.85	24.55
26.76	25.85	24.55
26.79	25.85	24.55
26.76	25.85	24.55
26.73	25.85	24.51
26.76	25.85	24.54
26.76	25.85	24.54
26.76	25.85	24.51
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.54
26.76	25.85	24.54
26.76	25.85	24.55
26.76	25.85	24.54
26.76	25.85	24.54
26.76	25.85	24.52
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.80	25.85	24.55
26.76	25.85	24.53
26.76	25.85	24.52
26.76	25.85	24.52
26.82	25.85	24.52
26.76	25.85	24.51
26.76	25.85	24.51
26.76	25.85	24.54
26.79	25.85	24.54
26.76	25.85	24.51
26.76	25.85	24.53
26.76	25.85	24.53
26.76	25.85	24.55
26.79	25.85	24.51
26.76	25.85	24.51
26.80	25.85	24.52
26.76	25.85	24.53
26.76	25.85	24.53
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.53
26.76	25.85	24.54
26.76	25.85	24.54
26.80	25.85	24.52
26.80	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.53
26.76	25.85	24.53
26.76	25.85	24.53
26.76	25.85	24.57
26.76	25.85	24.57
26.80	25.85	24.53
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.52
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.82	25.86	24.51
26.80	25.86	24.52
26.80	25.86	24.52
26.82	25.86	24.55
26.80	25.85	24.56
26.80	25.86	24.56
26.82	25.85	24.54
26.80	25.86	24.54
26.80	25.85	24.55
26.76	25.85	24.56
26.76	25.86	24.56
26.82	25.86	24.56
26.76	25.85	24.55
26.76	25.85	24.55
26.82	25.85	24.57
26.82	25.85	24.55
26.79	25.86	24.55
26.80	25.86	24.56
26.80	25.85	24.56
26.80	25.85	24.55
26.79	25.86	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.56
26.76	25.86	24.56
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.57
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.54
26.76	25.85	24.55
26.80	25.85	24.55
26.79	25.86	24.55
26.76	25.86	24.55
26.80	25.86	24.55
26.76	25.85	24.56
26.76	25.86	24.56
26.79	25.85	24.56
26.76	25.85	24.57
26.76	25.85	24.57
26.76	25.85	24.57
26.76	25.85	24.55
26.76	25.86	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.53
26.79	25.85	24.53
26.76	25.85	24.58
26.76	25.85	24.55
26.76	25.85	24.55
26.76	25.85	24.58
26.76	25.85	24.55
26.79	25.85	24.55
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.86	24.56
26.73	25.85	24.56
26.79	25.85	24.56
26.76	25.86	24.56
26.79	25.86	24.51
26.76	25.86	24.51
26.76	25.86	24.55
26.76	25.86	24.55
26.79	25.86	24.56
26.79	25.85	24.55
26.76	25.85	24.55
26.73	25.85	24.51
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.56
26.73	25.85	24.57
26.74	25.85	24.57
26.76	25.85	24.56
26.76	25.85	24.56
26.76	25.85	24.54
26.76	25.86	24.56
26.79	25.86	24.56
26.76	25.85	24.57
26.73	25.85	24.55
26.76	25.85	24.55
26.73	25.85	24.55
26.73	25.86	24.55
26.73	25.85	24.57
26.74	25.86	24.54
26.73	25.85	24.54
26.73	25.85	24.56
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.51
26.73	25.86	24.56
26.73	25.85	24.56
26.74	25.85	24.58
26.74	25.86	24.58
26.73	25.85	24.55
26.73	25.85	24.56
26.73	25.85	24.56
26.73	25.85	24.55
26.73	25.85	24.54
26.76	25.85	24.54
26.74	25.86	24.57
26.73	25.85	24.57
26.73	25.85	24.55
26.74	25.86	24.51
26.73	25.85	24.51
26.69	25.85	24.53
26.69	25.85	24.54
26.73	25.85	24.54
26.69	25.85	24.53
26.73	25.85	24.54
26.69	25.85	24.54
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.53
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.54
26.73	25.85	24.54
26.73	25.85	24.54
26.73	25.85	24.51
26.69	25.85	24.51
26.69	25.85	24.55
26.69	25.85	24.53
26.69	25.85	24.53
26.69	25.85	24.52
26.69	25.85	24.54
26.69	25.85	24.54
26.69	25.85	24.52
26.69	25.85	24.52
26.69	25.85	24.51
26.69	25.85	24.53
26.69	25.85	24.53
26.69	25.85	24.53
26.69	25.85	24.52
26.73	25.85	24.52
26.73	25.85	24.51
26.73	25.85	24.51
26.73	25.85	24.52
26.73	25.86	24.53
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.51
26.73	25.85	24.51
26.69	25.85	24.54
26.73	25.85	24.54
26.69	25.85	24.54
26.73	25.85	24.54
26.73	25.85	24.54
26.73	25.85	24.52
26.69	25.85	24.54
26.69	25.85	24.54
26.73	25.85	24.54
26.73	25.85	24.51
26.69	25.85	24.51
26.73	25.85	24.54
26.69	25.85	24.54
26.69	25.85	24.53
26.73	25.85	24.52
26.73	25.85	24.52
26.69	25.85	24.52
26.69	25.85	24.54
26.69	25.85	24.54
26.69	25.85	24.52
26.69	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.52
26.73	25.85	24.52
26.73	25.85	24.54
26.69	25.85	24.54
26.73	25.85	24.54
26.69	25.85	24.54
26.69	25.84	24.52
26.69	25.84	24.52
26.69	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.52
26.73	25.85	24.53
26.69	25.85	24.53
26.73	25.85	24.54
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.51
26.73	25.85	24.51
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.56
26.73	25.85	24.55
26.73	25.85	24.55
26.73	25.85	24.51
26.73	25.85	24.51
26.69	25.85	24.54
26.73	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.56
26.69	25.85	24.53
26.73	25.85	24.53
26.73	25.85	24.51
26.69	25.85	24.51
26.73	25.85	24.51
26.73	25.86	24.55
26.74	25.86	24.55
26.69	25.85	24.52
26.69	25.85	24.51
26.69	25.85	24.51
26.73	25.86	24.55
26.69	25.85	24.56
26.69	25.85	24.56
26.69	25.85	24.57
26.69	25.85	24.57
26.69	25.85	24.53
26.69	25.85	24.53
26.69	25.85	24.53
26.69	25.85	24.56
26.73	25.85	24.52
26.69	25.85	24.52
26.69	25.85	24.52
26.69	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.58
26.69	25.85	24.58
26.69	25.85	24.54
26.69	25.85	24.56
26.74	25.85	24.56
26.69	25.85	24.58
26.69	25.85	24.58
26.69	25.85	24.58
26.64	25.85	24.56
26.69	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.55
26.64	25.85	24.56
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.57
26.64	25.85	24.58
26.64	25.85	24.58
26.64	25.85	24.54
26.64	25.85	24.54
26.64	25.85	24.55
26.64	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.53
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.66	25.85	24.55
26.64	25.85	24.55
26.69	25.85	24.55
26.69	25.85	24.51
26.64	25.85	24.51
26.64	25.86	24.55
26.69	25.85	24.54
26.64	25.85	24.54
26.64	25.85	24.51
26.64	25.85	24.51
26.64	25.85	24.53
26.64	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.69	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.58
26.64	25.85	24.56
26.64	25.85	24.56
26.64	25.86	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.56
26.66	25.86	24.56
26.64	25.85	24.53
26.64	25.85	24.57
26.64	25.85	24.57
26.64	25.85	24.56
26.64	25.85	24.57
26.60	25.85	24.57
26.60	25.85	24.51
26.60	25.85	24.51
26.60	25.85	24.58
26.60	25.85	24.55
26.60	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.51
26.64	25.85	24.51
26.64	25.86	24.51
26.66	25.85	24.55
26.64	25.85	24.55
26.64	25.86	24.57
26.64	25.86	24.55
26.66	25.86	24.55
26.60	25.85	24.55
26.64	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.57
26.64	25.85	24.57
26.64	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.66	25.85	24.53
26.64	25.86	24.57
26.60	25.85	24.57
26.64	25.85	24.55
26.60	25.85	24.55
26.64	25.85	24.55
26.64	25.85	24.55
26.60	25.85	24.55
26.64	25.85	24.56
26.66	25.85	24.57
26.64	25.85	24.57
26.64	25.86	24.55
26.66	25.86	24.55
26.64	25.85	24.55
26.63	25.86	24.53
26.64	25.85	24.53
26.60	25.85	24.58
26.60	25.85	24.56
26.64	25.85	24.56
26.64	25.85	24.57
26.60	25.85	24.53
26.60	25.85	24.53
26.60	25.85	24.55
26.60	25.85	24.55
26.60	25.85	24.56
26.66	25.85	24.55
26.64	25.85	24.55
26.60	25.85	24.56
26.64	25.85	24.57
26.64	25.85	24.57
26.64	25.85	24.56
26.64	25.86	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.55
26.60	25.85	24.57
26.60	25.85	24.57
26.60	25.86	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.54
26.60	25.85	24.54
26.60	25.85	24.55
26.60	25.85	24.55
26.60	25.85	24.55
26.60	25.85	24.55
26.64	25.86	24.56
26.60	25.85	24.56
26.63	25.85	24.55
26.60	25.85	24.55
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.57
26.60	25.85	24.56
26.60	25.85	24.56
26.60	25.85	24.55
26.56	25.85	24.55
26.56	25.85	24.55
26.56	25.85	24.55
26.56	25.85	24.55
26.60	25.86	24.54
26.56	25.85	24.58
26.56	25.85	24.58
26.56	25.85	24.56
26.56	25.85	24.56
26.56	25.86	24.56
26.56	25.85	24.54
26.58	25.85	24.54
26.56	25.85	24.56
26.53	25.85	24.54
26.56	25.85	24.54
26.53	25.85	24.56
26.53	25.85	24.56
26.56	25.85	24.56
26.53	25.85	24.53
26.53	25.85	24.53
26.56	25.86	24.53
26.53	25.86	24.55
26.53	25.85	24.55
26.56	25.86	24.55
26.58	25.85	24.53
26.58	25.86	24.53
26.53	25.85	24.55
26.53	25.85	24.52
26.53	25.85	24.52
26.53	25.85	24.55
26.53	25.85	24.55
26.53	25.85	24.53
26.53	25.85	24.53
26.53	25.85	24.53
26.53	25.85	24.55
26.53	25.85	24.57
26.49	25.85	24.57
26.49	25.85	24.54
26.49	25.85	24.57
26.49	25.85	24.57
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.56
26.49	25.85	24.54
26.49	25.85	24.54
26.53	25.86	24.56
26.54	25.86	24.56
26.53	25.86	24.56
26.50	25.85	24.54
26.54	25.85	24.54
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.86	24.55
26.54	25.86	24.55
26.49	25.85	24.56
26.49	25.85	24.56
26.53	25.85	24.56
26.54	25.86	24.55
26.50	25.86	24.55
26.50	25.86	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.55
26.49	25.85	24.56
26.49	25.85	24.56
26.49	25.85	24.56
26.54	25.85	24.58
26.53	25.86	24.56
26.53	25.85	24.56
26.53	25.86	24.57
26.53	25.86	24.56
26.54	25.86	24.56
26.53	25.86	24.55
26.54	25.86	24.55
26.53	25.88	24.56
26.53	25.85	24.56
26.53	25.86	24.56
26.53	25.85	24.55
26.53	25.85	24.56
26.54	25.86	24.56
26.53	25.85	24.56
26.53	25.86	24.56
26.53	25.86	24.56
26.54	25.85	24.56
26.53	25.85	24.56
26.53	25.85	24.58
26.53	25.85	24.57
26.53	25.85	24.57
26.53	25.85	24.54
26.54	25.86	24.57
26.54	25.86	24.57
26.53	25.85	24.58
26.53	25.85	24.58
26.53	25.86	24.56
26.53	25.86	24.56
26.53	25.85	24.56
26.53	25.85	24.57
26.58	25.85	24.54
26.53	25.85	24.54
26.54	25.86	24.56
26.53	25.86	24.56
26.53	25.85	24.57
26.53	25.85	24.56
26.54	25.86	24.56
26.53	25.85	24.54
26.53	25.85	24.55
26.53	25.85	24.55
26.53	25.85	24.56
26.54	25.86	24.58
26.53	25.86	24.58
26.58	25.86	24.58
26.58	25.88	24.58
26.58	25.88	24.56
26.58	25.86	24.56
26.58	25.88	24.56
26.58	25.86	24.55
26.58	25.86	24.56
26.58	25.88	24.56
26.56	25.85	24.56
26.53	25.86	24.56
26.58	25.88	24.53
26.58	25.86	24.56
26.58	25.86	24.56
26.56	25.86	24.59
26.58	25.90	24.57
26.53	25.86	24.57
26.53	25.86	24.57
26.58	25.88	24.58
26.58	25.85	24.58
26.58	25.86	24.56
26.58	25.86	24.56
26.58	25.86	24.56
26.58	25.88	24.56
26.58	25.88	24.56
26.58	25.86	24.56
26.58	25.88	24.56
26.58	25.88	24.56
26.56	25.89	24.58
26.56	25.86	24.57
26.58	25.91	24.57
26.56	25.86	24.58
26.56	25.86	24.58
26.58	25.88	24.57
26.58	25.86	24.59
26.58	25.86	24.59
26.58	25.86	24.58
26.58	25.86	24.59
26.58	25.86	24.59
26.58	25.86	24.59
26.58	25.90	24.59
26.58	25.90	24.58
26.58	25.86	24.57
26.58	25.86	24.57
26.58	25.86	24.57
26.58	25.88	24.56
26.58	25.90	24.56
26.58	25.88	24.57
26.58	25.86	24.59
26.58	25.89	24.59
26.58	25.86	24.56
26.58	25.86	24.56
26.58	25.90	24.58
26.58	25.88	24.58
26.58	25.90	24.58
26.58	25.89	24.59
26.58	25.89	24.58
26.58	25.88	24.58
26.58	25.88	24.57
26.58	25.88	24.57
26.58	25.90	24.58
26.58	25.90	24.57
26.58	25.88	24.57
26.54	25.86	24.62
26.54	25.86	24.58
26.53	25.86	24.58
26.54	25.86	24.59
26.54	25.86	24.57
26.54	25.86	24.57
26.53	25.86	24.60
26.54	25.86	24.60
26.54	25.88	24.59
26.54	25.89	24.58
26.54	25.86	24.58
26.54	25.86	24.57
26.54	25.86	24.58
26.53	25.86	24.58
26.53	25.88	24.58
26.53	25.89	24.58
26.54	25.88	24.58
26.53	25.86	24.58
26.53	25.86	24.58
26.54	25.88	24.61
26.53	25.86	24.58
26.56	25.88	24.58
26.56	25.88	24.58
26.58	25.86	24.57
26.54	25.88	24.57
26.58	25.90	24.59
26.58	25.88	24.59
26.58	25.88	24.61
26.58	25.90	24.61
26.58	25.88	24.61
26.58	25.88	24.58
26.54	25.86	24.58
26.58	25.88	24.58
26.58	25.93	24.63
26.58	25.88	24.63
26.58	25.86	24.58
26.58	25.86	24.64
26.58	25.86	24.64
26.58	25.91	24.61
26.58	25.86	24.58
26.58	25.86	24.58
26.58	25.91	24.61
26.58	25.86	24.57
26.58	25.86	24.57
26.58	25.88	24.60
26.54	25.86	24.60
26.58	25.86	24.63
26.58	25.86	24.62
26.54	25.86	24.62
26.54	25.86	24.62
26.54	25.86	24.63
26.54	25.86	24.63
26.54	25.86	24.62
26.58	25.86	24.62
26.54	25.86	24.63
26.54	25.86	24.63
26.58	25.86	24.63
26.54	25.86	24.62
26.54	25.86	24.62
26.54	25.86	24.62
26.58	25.86	24.62
26.54	25.86	24.62
26.54	25.86	24.62
26.58	25.89	24.63
26.58	25.88	24.63
26.58	25.95	24.61
26.58	25.90	24.63
26.58	25.88	24.63
26.54	25.93	24.63
26.58	25.93	24.63
26.58	25.90	24.63
26.58	25.94	24.63
26.58	25.96	24.63
26.54	25.91	24.63
26.54	25.88	24.63
26.54	25.90	24.63
26.58	25.93	24.60
26.54	25.89	24.61
26.54	25.93	24.61
26.54	25.90	24.63
26.54	25.86	24.63
26.58	25.90	24.63
26.54	25.93	24.64
26.54	25.90	24.64
26.54	25.90	24.63
26.54	25.86	24.64
26.54	25.86	24.64
26.58	25.90	24.63
26.58	25.90	24.61
26.58	25.88	24.61
26.58	25.88	24.63
26.58	25.90	24.63
26.54	25.90	24.64
26.58	25.93	24.63
26.54	25.93	24.63
26.54	25.94	24.64
26.54	25.93	24.63
26.54	25.93	24.63
26.58	25.93	24.60
26.54	25.91	24.63
26.58	25.90	24.63
26.54	25.91	24.63
26.58	25.88	24.63
26.54	25.86	24.63
26.54	25.86	24.64
26.58	25.86	24.64
26.54	25.86	24.61
26.58	25.94	24.65
26.58	25.95	24.65
26.58	25.90	24.61
26.58	25.93	24.61
26.58	25.93	24.65
26.54	25.90	24.64
26.58	25.95	24.64
26.58	25.95	24.64
26.58	25.90	24.64
26.58	25.91	24.64
26.54	25.90	24.63
26.54	25.93	24.63
26.58	25.91	24.63
26.58	25.95	24.65
26.58	25.90	24.65
26.58	25.89	24.63
26.54	25.90	24.64
26.54	25.88	24.64
26.54	25.94	24.64
26.54	25.86	24.63
26.54	25.90	24.63
26.54	25.93	24.63
26.54	25.94	24.63
26.54	25.93	24.64
26.54	25.95	24.63
26.58	25.97	24.63
26.54	25.88	24.65
26.54	25.91	24.63
26.54	25.93	24.63
26.54	25.93	24.63
26.54	25.93	24.61
26.54	25.95	24.61
26.54	25.96	24.62
26.54	25.93	24.62
26.54	25.93	24.64
26.54	25.93	24.63
26.50	25.86	24.63
26.50	25.88	24.61
26.50	25.93	24.61
26.50	25.93	24.61
26.54	25.88	24.63
26.50	25.86	24.63
26.50	25.90	24.60
26.50	25.90	24.63
26.54	25.88	24.63
26.50	25.89	24.65
26.54	25.93	24.64
26.54	25.90	24.64
26.54	25.94	24.64
26.54	25.89	24.63
26.54	25.93	24.63
26.54	25.90	24.64
26.54	25.90	24.64
26.54	25.96	24.64
26.58	25.97	24.64
26.58	25.95	24.64
26.54	25.95	24.64
26.58	25.90	24.63
26.58	25.94	24.63
26.58	25.96	24.64
26.58	25.93	24.64
26.58	25.95	24.64
26.54	25.93	24.64
26.58	25.93	24.64
26.58	25.90	24.64
26.54	25.95	24.64
26.58	25.95	24.64
26.58	25.95	24.65
26.54	25.93	24.64
26.54	25.97	24.64
26.58	25.96	24.65
26.58	25.96	24.65
26.58	25.96	24.64
26.58	25.95	24.64
26.58	25.94	24.64
26.58	25.95	24.64
26.63	25.96	24.65
26.58	25.94	24.65
26.58	25.94	24.64
26.58	25.93	24.65
26.58	25.95	24.65
26.58	25.95	24.65
26.58	25.89	24.65
26.58	25.97	24.65
26.58	25.95	24.65
26.58	25.96	24.65
26.58	25.96	24.65
26.58	25.96	24.64
26.58	25.97	24.64
26.58	25.96	24.64
26.58	25.97	24.64
26.54	25.93	24.65
26.54	25.96	24.63
26.54	25.93	24.63
26.54	25.89	24.64
26.54	25.91	24.66
26.54	25.88	24.66
26.54	25.95	24.65
26.54	25.90	24.63
26.54	25.90	24.63
26.54	25.91	24.64
26.58	25.93	24.64
26.58	25.96	24.64
26.58	25.88	24.65
26.58	25.90	24.65
26.58	25.94	24.64
26.58	25.93	24.64
26.58	25.93	24.64
26.58	25.95	24.64
26.58	25.96	24.64
26.58	25.95	24.64
26.58	25.90	24.64
26.58	25.94	24.64
26.58	25.96	24.65
26.58	25.96	24.64
26.58	25.94	24.64
26.58	25.93	24.65
26.58	25.93	24.64
26.58	25.96	24.64
26.58	25.96	24.64
26.58	25.97	24.64
26.58	25.97	24.64
26.58	25.96	24.64
26.63	25.97	24.64
26.58	25.93	24.66
26.58	25.93	24.64
26.58	25.90	24.64
26.58	25.96	24.66
26.58	25.97	24.66
26.63	25.97	24.67
26.63	25.97	24.66
26.63	25.95	24.66
26.63	25.99	24.65
26.63	25.97	24.65
26.63	25.98	24.65
26.63	25.97	24.65
26.63	25.97	24.67
26.63	25.98	24.67
26.58	25.96	24.65
26.63	25.97	24.65
26.63	25.95	24.64
26.63	25.95	24.67
26.63	25.96	24.67
26.63	25.97	24.64
26.58	25.97	24.67
26.58	25.93	24.67
26.58	25.95	24.66
26.58	25.95	24.66
26.58	25.95	24.65
26.54	25.86	24.65
26.58	25.90	24.65
26.54	25.90	24.65
26.58	25.88	24.65
26.58	25.89	24.65
26.54	25.88	24.67
26.54	25.94	24.67
26.58	25.94	24.67
26.54	25.96	24.64
26.54	25.90	24.64
26.54	25.95	24.65
26.50	25.91	24.64
26.54	25.94	24.64
26.50	25.90	24.67
26.54	25.91	24.64
26.54	25.93	24.64
26.54	25.93	24.63
26.54	25.93	24.63
26.50	25.93	24.64
26.50	25.88	24.64
26.50	25.95	24.64
26.50	25.95	24.64
26.50	25.93	24.64
26.50	25.95	24.64
26.54	25.90	24.64
26.54	25.93	24.65
26.54	25.94	24.65
26.54	25.90	24.64
26.54	25.95	24.64
26.50	25.93	24.63
26.54	25.93	24.64
26.54	25.96	24.64
26.54	25.97	24.65
26.54	25.95	24.64
26.50	25.95	24.64
26.54	25.95	24.64
26.54	25.93	24.64
26.54	25.91	24.64
26.54	25.86	24.64
26.54	25.90	24.64
26.54	25.89	24.64
26.54	25.93	24.65
26.58	25.90	24.65
26.54	25.86	24.65
26.58	25.90	24.67
26.58	25.94	24.67
26.58	25.95	24.66
26.58	25.95	24.66
26.58	25.95	24.66
26.63	25.97	24.66
26.58	25.95	24.66
26.63	25.96	24.67
26.58	25.94	24.64
26.63	25.95	24.64
26.63	25.95	24.66
