Feuchtigkeit	SHT21	DPS310
%	C	C
26.89	25.71	24.35
26.92	25.72	24.35
26.92	25.72	24.36
26.92	25.74	24.34
26.92	25.74	24.34
26.92	25.73	24.34
26.92	25.74	24.35
26.92	25.74	24.35
26.92	25.72	24.35
26.92	25.73	24.35
26.89	25.73	24.33
26.89	25.74	24.34
26.89	25.74	24.34
26.92	25.74	24.35
26.92	25.73	24.36
26.89	25.72	24.36
26.89	25.74	24.35
26.92	25.74	24.33
26.92	25.74	24.33
26.89	25.72	24.35
26.92	25.72	24.35
26.89	25.74	24.32
26.92	25.74	24.36
26.92	25.73	24.36
26.89	25.72	24.32
26.92	25.70	24.34
26.89	25.73	24.34
26.92	25.72	24.35
26.92	25.74	24.35
26.89	25.72	24.36
26.89	25.72	24.32
26.92	25.72	24.32
26.89	25.74	24.38
26.92	25.73	24.36
26.89	25.72	24.36
26.89	25.71	24.35
26.92	25.73	24.37
26.89	25.74	24.37
26.89	25.74	24.35
26.89	25.72	24.35
26.89	25.71	24.35
26.89	25.72	24.34
26.89	25.70	24.34
26.89	25.70	24.36
26.89	25.68	24.36
26.89	25.68	24.36
26.87	25.68	24.35
26.89	25.67	24.35
26.89	25.70	24.34
26.87	25.69	24.34
26.89	25.67	24.34
26.89	25.69	24.34
26.89	25.70	24.37
26.87	25.67	24.37
26.89	25.72	24.37
26.89	25.69	24.36
26.89	25.73	24.36
26.89	25.73	24.36
26.89	25.72	24.36
26.89	25.71	24.36
26.89	25.69	24.35
26.87	25.69	24.35
26.89	25.70	24.34
26.89	25.69	24.36
26.92	25.73	24.36
26.92	25.70	24.36
26.89	25.72	24.36
26.89	25.72	24.36
26.92	25.73	24.36
26.92	25.73	24.36
26.89	25.72	24.36
26.89	25.71	24.36
26.89	25.68	24.36
26.89	25.67	24.32
26.87	25.69	24.34
26.89	25.70	24.34
26.89	25.68	24.35
26.89	25.69	24.35
26.92	25.70	24.35
26.89	25.67	24.35
26.89	25.67	24.35
26.89	25.68	24.35
26.89	25.68	24.36
26.89	25.73	24.36
26.89	25.68	24.36
26.89	25.70	24.36
26.89	25.68	24.36
26.89	25.69	24.36
26.89	25.73	24.36
26.89	25.69	24.37
26.89	25.69	24.35
26.87	25.68	24.35
26.89	25.71	24.35
26.89	25.72	24.32
26.89	25.70	24.32
26.89	25.68	24.36
26.87	25.67	24.36
26.89	25.68	24.36
26.89	25.68	24.35
26.89	25.68	24.35
26.89	25.69	24.36
26.89	25.67	24.36
26.89	25.68	24.36
26.89	25.71	24.36
26.92	25.70	24.36
26.89	25.71	24.32
26.89	25.69	24.36
26.89	25.68	24.36
26.89	25.72	24.35
26.87	25.68	24.35
26.89	25.68	24.35
26.89	25.68	24.35
26.89	25.72	24.36
26.92	25.70	24.36
26.89	25.69	24.36
26.89	25.71	24.36
26.89	25.71	24.35
26.89	25.70	24.35
26.89	25.72	24.35
26.89	25.72	24.36
26.89	25.73	24.35
26.89	25.70	24.35
26.89	25.70	24.36
26.89	25.74	24.36
26.89	25.68	24.35
26.89	25.69	24.35
26.89	25.70	24.35
26.89	25.70	24.36
26.89	25.74	24.32
26.89	25.73	24.32
26.89	25.74	24.35
26.89	25.71	24.36
26.89	25.72	24.36
26.85	25.69	24.36
26.83	25.69	24.36
26.89	25.72	24.35
26.89	25.70	24.35
26.89	25.74	24.35
26.89	25.73	24.38
26.85	25.69	24.36
26.89	25.68	24.36
26.89	25.73	24.34
26.85	25.68	24.34
26.85	25.68	24.36
26.89	25.69	24.37
26.89	25.74	24.37
26.83	25.69	24.36
26.89	25.73	24.37
26.89	25.73	24.37
26.89	25.71	24.35
26.85	25.68	24.35
26.85	25.68	24.37
26.85	25.67	24.37
26.89	25.68	24.37
26.83	25.67	24.34
26.85	25.68	24.33
26.85	25.68	24.33
26.85	25.68	24.38
26.85	25.67	24.37
26.85	25.69	24.37
26.85	25.68	24.37
26.85	25.68	24.37
26.85	25.69	24.37
26.85	25.72	24.37
26.85	25.70	24.37
26.85	25.70	24.36
26.89	25.69	24.33
26.85	25.72	24.33
26.85	25.70	24.34
26.85	25.72	24.36
26.89	25.73	24.36
26.85	25.75	24.36
26.89	25.74	24.36
26.85	25.73	24.34
26.85	25.76	24.34
26.85	25.76	24.34
26.85	25.76	24.37
26.85	25.74	24.37
26.85	25.75	24.37
26.85	25.75	24.37
26.85	25.76	24.37
26.85	25.74	24.36
26.85	25.76	24.38
26.85	25.73	24.38
26.85	25.76	24.35
26.85	25.74	24.36
26.85	25.75	24.36
26.85	25.74	24.37
26.85	25.73	24.38
26.85	25.73	24.38
26.85	25.74	24.36
26.85	25.75	24.36
26.80	25.71	24.34
26.80	25.72	24.36
26.80	25.70	24.36
26.80	25.70	24.37
26.80	25.70	24.38
26.85	25.74	24.38
26.80	25.71	24.39
26.85	25.70	24.39
26.80	25.71	24.37
26.85	25.72	24.37
26.80	25.72	24.37
26.80	25.71	24.36
26.85	25.74	24.37
26.85	25.75	24.37
26.85	25.75	24.37
26.85	25.74	24.37
26.85	25.75	24.37
26.80	25.72	24.36
26.80	25.75	24.36
26.85	25.74	24.37
26.80	25.74	24.37
26.80	25.74	24.37
26.80	25.76	24.37
26.80	25.76	24.37
26.80	25.74	24.37
26.80	25.74	24.37
26.85	25.74	24.37
26.80	25.75	24.37
26.85	25.78	24.40
26.85	25.76	24.40
26.85	25.79	24.36
26.85	25.79	24.38
26.85	25.79	24.38
26.80	25.78	24.39
26.80	25.76	24.40
26.80	25.79	24.40
26.80	25.80	24.37
26.80	25.79	24.37
26.80	25.78	24.40
26.85	25.79	24.40
26.85	25.78	24.40
26.80	25.76	24.39
26.85	25.79	24.37
26.80	25.74	24.37
26.85	25.78	24.37
26.80	25.78	24.37
26.80	25.78	24.36
26.85	25.76	24.40
26.80	25.76	24.40
26.80	25.79	24.37
26.80	25.76	24.40
26.80	25.79	24.40
26.80	25.79	24.40
26.80	25.80	24.40
26.80	25.79	24.37
26.80	25.76	24.38
26.80	25.79	24.38
26.80	25.79	24.37
26.80	25.76	24.38
26.80	25.74	24.38
26.80	25.74	24.40
26.80	25.79	24.39
26.80	25.78	24.39
26.80	25.79	24.38
26.80	25.80	24.38
26.80	25.81	24.37
26.80	25.81	24.40
26.80	25.79	24.40
26.80	25.78	24.36
26.80	25.81	24.39
26.80	25.76	24.39
26.80	25.74	24.38
26.80	25.80	24.38
26.80	25.79	24.37
26.80	25.80	24.38
26.80	25.79	24.38
26.80	25.81	24.40
26.80	25.79	24.37
26.80	25.79	24.37
26.80	25.78	24.39
26.80	25.81	24.40
26.80	25.79	24.40
26.80	25.78	24.41
26.76	25.76	24.41
26.80	25.79	24.40
26.80	25.78	24.40
26.80	25.79	24.40
26.80	25.79	24.36
26.80	25.79	24.41
26.80	25.78	24.41
26.80	25.76	24.40
26.80	25.78	24.40
26.80	25.79	24.40
26.80	25.79	24.38
26.80	25.79	24.38
26.80	25.76	24.40
26.80	25.76	24.41
26.80	25.74	24.41
26.80	25.75	24.40
26.80	25.72	24.39
26.80	25.76	24.39
26.80	25.73	24.40
26.80	25.72	24.40
26.80	25.76	24.40
26.80	25.76	24.40
26.80	25.72	24.40
26.80	25.76	24.40
26.80	25.76	24.40
26.80	25.72	24.40
26.80	25.74	24.40
26.80	25.78	24.40
26.85	25.78	24.36
26.80	25.79	24.36
26.80	25.79	24.36
26.80	25.79	24.40
26.80	25.78	24.39
26.80	25.79	24.39
26.80	25.79	24.40
26.80	25.79	24.40
26.80	25.79	24.40
26.80	25.75	24.40
26.80	25.79	24.40
26.80	25.76	24.41
26.80	25.80	24.40
26.80	25.79	24.40
26.80	25.79	24.38
26.80	25.75	24.39
26.80	25.80	24.39
26.80	25.79	24.36
26.80	25.78	24.36
26.80	25.79	24.39
26.80	25.80	24.37
26.76	25.75	24.37
26.80	25.79	24.40
26.80	25.75	24.37
26.80	25.76	24.37
26.76	25.74	24.38
26.76	25.73	24.36
26.80	25.76	24.36
26.80	25.78	24.39
26.80	25.79	24.39
26.80	25.76	24.38
26.76	25.74	24.40
26.80	25.74	24.40
26.80	25.73	24.40
26.80	25.78	24.37
26.80	25.76	24.37
26.80	25.80	24.36
26.80	25.78	24.36
26.80	25.76	24.36
26.80	25.74	24.40
26.80	25.76	24.40
26.80	25.76	24.38
26.80	25.75	24.36
26.80	25.78	24.36
26.80	25.75	24.37
26.80	25.74	24.36
26.80	25.76	24.36
26.76	25.76	24.38
26.80	25.79	24.38
26.80	25.76	24.39
26.80	25.74	24.36
26.80	25.74	24.36
26.80	25.76	24.37
26.80	25.78	24.39
26.80	25.79	24.39
26.80	25.76	24.38
26.80	25.75	24.38
26.80	25.74	24.37
26.76	25.74	24.37
26.76	25.73	24.37
26.76	25.72	24.37
26.80	25.75	24.38
26.80	25.75	24.38
26.76	25.74	24.36
26.76	25.72	24.36
26.76	25.73	24.36
26.76	25.72	24.40
26.76	25.71	24.40
26.76	25.71	24.36
26.76	25.72	24.36
26.76	25.71	24.36
26.76	25.70	24.37
26.76	25.71	24.39
26.76	25.72	24.39
26.76	25.75	24.36
26.76	25.74	24.36
26.76	25.74	24.38
26.76	25.79	24.36
26.76	25.75	24.36
26.76	25.73	24.37
26.76	25.76	24.37
26.76	25.73	24.37
26.76	25.76	24.37
26.76	25.73	24.37
26.80	25.75	24.37
26.76	25.73	24.37
26.76	25.74	24.37
26.76	25.74	24.37
26.76	25.74	24.36
26.76	25.78	24.36
26.73	25.76	24.38
26.73	25.74	24.37
26.73	25.75	24.37
26.73	25.74	24.37
26.73	25.74	24.37
26.73	25.73	24.34
26.73	25.75	24.37
26.73	25.75	24.37
26.73	25.75	24.36
26.76	25.74	24.37
26.76	25.76	24.37
26.76	25.75	24.37
26.80	25.74	24.37
26.76	25.76	24.37
26.80	25.72	24.36
26.85	25.73	24.36
26.89	25.74	24.36
26.89	25.74	24.39
26.89	25.75	24.39
26.89	25.74	24.37
26.89	25.73	24.37
26.89	25.76	24.37
26.89	25.74	24.37
26.89	25.74	24.37
26.89	25.75	24.37
26.89	25.72	24.37
26.89	25.75	24.37
26.89	25.74	24.37
26.89	25.75	24.37
26.89	25.74	24.37
26.89	25.72	24.36
26.89	25.70	24.35
26.85	25.70	24.35
26.85	25.73	24.36
26.85	25.71	24.36
26.85	25.71	24.35
26.85	25.72	24.36
26.85	25.71	24.36
26.85	25.73	24.36
26.85	25.70	24.35
26.85	25.69	24.35
26.83	25.70	24.32
26.85	25.67	24.32
26.85	25.68	24.32
26.85	25.72	24.36
26.89	25.74	24.36
26.85	25.70	24.34
26.89	25.70	24.35
26.85	25.70	24.35
26.89	25.70	24.34
26.89	25.70	24.33
26.89	25.69	24.33
26.87	25.70	24.34
26.89	25.72	24.34
26.89	25.70	24.35
26.89	25.72	24.34
26.89	25.74	24.34
26.89	25.72	24.34
26.85	25.71	24.31
26.85	25.70	24.31
26.85	25.72	24.35
26.89	25.72	24.35
26.89	25.71	24.33
26.85	25.72	24.31
26.85	25.70	24.31
26.85	25.71	24.32
26.85	25.73	24.33
26.85	25.72	24.33
26.85	25.70	24.34
26.85	25.71	24.31
26.85	25.71	24.31
26.85	25.69	24.31
26.85	25.70	24.31
26.80	25.70	24.31
26.85	25.71	24.33
26.85	25.70	24.33
26.80	25.71	24.32
26.85	25.71	24.31
26.80	25.71	24.31
26.80	25.72	24.32
26.79	25.70	24.32
26.83	25.71	24.31
26.85	25.68	24.31
26.85	25.68	24.31
26.85	25.70	24.34
26.83	25.69	24.31
26.87	25.69	24.31
26.89	25.71	24.30
26.89	25.68	24.32
26.89	25.70	24.32
27.5	25.70	24.31
27.7	25.70	24.31
27.7	25.70	24.29
27.8	25.69	24.31
27.8	25.70	24.31
27.8	25.70	24.29
27.8	25.71	24.31
27.8	25.70	24.31
27.8	25.70	24.34
27.8	25.71	24.34
27.7	25.67	24.31
27.8	25.71	24.31
27.5	25.71	24.31
27.5	25.68	24.32
27.5	25.71	24.30
27.5	25.70	24.30
27.5	25.69	24.33
27.5	25.69	24.33
27.2	25.70	24.31
27.5	25.70	24.31
27.5	25.71	24.31
27.0	25.70	24.31
27.0	25.70	24.32
26.98	25.70	24.32
27.0	25.70	24.31
27.0	25.70	24.31
27.0	25.70	24.30
27.0	25.69	24.31
27.0	25.70	24.31
26.98	25.70	24.34
27.0	25.69	24.31
27.5	25.70	24.31
27.5	25.70	24.32
27.5	25.70	24.31
27.5	25.67	24.31
27.0	25.68	24.29
27.0	25.70	24.29
27.0	25.69	24.30
27.0	25.69	24.30
27.0	25.70	24.30
27.0	25.70	24.33
27.0	25.69	24.31
27.0	25.70	24.31
27.0	25.71	24.31
27.0	25.72	24.31
26.98	25.69	24.34
26.98	25.69	24.31
26.96	25.71	24.31
26.95	25.66	24.31
26.96	25.67	24.30
26.96	25.70	24.30
26.96	25.66	24.32
26.96	25.72	24.32
26.96	25.71	24.31
26.96	25.70	24.29
26.96	25.71	24.29
26.96	25.70	24.30
26.92	25.70	24.32
26.96	25.69	24.32
26.95	25.70	24.33
26.96	25.72	24.31
26.96	25.72	24.31
26.96	25.70	24.33
26.92	25.72	24.33
26.92	25.67	24.32
26.96	25.71	24.31
26.96	25.72	24.31
26.96	25.72	24.32
26.96	25.72	24.34
26.96	25.72	24.34
26.92	25.72	24.31
26.96	25.72	24.31
26.96	25.71	24.29
26.96	25.73	24.31
26.96	25.72	24.31
26.96	25.72	24.31
26.96	25.70	24.29
26.96	25.73	24.29
26.96	25.72	24.33
26.96	25.72	24.31
26.96	25.73	24.31
26.96	25.73	24.31
26.96	25.73	24.31
26.96	25.72	24.28
26.92	25.70	24.32
26.96	25.72	24.32
26.96	25.72	24.32
26.96	25.72	24.29
26.96	25.72	24.29
26.96	25.73	24.34
26.92	25.71	24.34
26.92	25.72	24.31
26.92	25.73	24.29
26.92	25.73	24.29
26.92	25.71	24.31
26.92	25.72	24.31
26.89	25.71	24.31
26.92	25.70	24.31
26.89	25.67	24.32
26.89	25.69	24.32
26.89	25.71	24.28
26.89	25.72	24.28
26.89	25.72	24.34
26.89	25.71	24.32
26.89	25.72	24.32
26.89	25.74	24.32
26.89	25.73	24.29
26.89	25.72	24.29
26.89	25.71	24.29
26.89	25.71	24.29
26.89	25.70	24.32
26.89	25.72	24.33
26.85	25.72	24.33
26.89	25.69	24.31
26.89	25.71	24.32
26.89	25.72	24.32
26.89	25.72	24.31
26.89	25.72	24.31
26.89	25.72	24.31
26.89	25.70	24.31
26.83	25.70	24.31
26.85	25.70	24.28
26.85	25.69	24.31
26.85	25.72	24.31
26.80	25.68	24.30
26.85	25.71	24.31
26.85	25.72	24.31
26.85	25.69	24.31
26.85	25.71	24.31
26.85	25.70	24.32
26.85	25.68	24.31
26.85	25.70	24.31
26.85	25.69	24.34
26.85	25.71	24.31
26.85	25.66	24.31
26.85	25.70	24.31
26.85	25.72	24.31
26.85	25.72	24.31
26.80	25.68	24.31
26.85	25.67	24.31
26.79	25.70	24.33
26.80	25.72	24.31
26.80	25.67	24.31
26.80	25.68	24.31
26.79	25.66	24.31
26.79	25.67	24.31
26.79	25.71	24.31
26.80	25.71	24.31
26.80	25.69	24.30
26.80	25.70	24.33
26.79	25.70	24.33
26.79	25.69	24.31
26.80	25.66	24.30
26.79	25.66	24.30
26.80	25.66	24.29
26.85	25.68	24.29
26.83	25.67	24.29
26.83	25.67	24.32
26.85	25.68	24.32
26.83	25.67	24.31
26.83	25.67	24.31
26.85	25.68	24.31
26.85	25.68	24.32
26.83	25.69	24.31
26.83	25.65	24.31
26.83	25.66	24.31
26.83	25.64	24.31
26.83	25.63	24.31
26.83	25.65	24.29
26.83	25.65	24.29
26.85	25.68	24.31
26.85	25.68	24.29
26.85	25.68	24.29
26.85	25.68	24.31
26.83	25.66	24.29
26.83	25.66	24.29
26.85	25.67	24.30
26.83	25.67	24.30
26.85	25.66	24.29
26.83	25.65	24.31
26.83	25.60	24.31
26.83	25.66	24.31
26.85	25.67	24.31
26.83	25.66	24.31
26.83	25.64	24.28
26.89	25.67	24.28
26.85	25.68	24.29
26.89	25.66	24.28
26.83	25.66	24.28
26.89	25.65	24.29
26.87	25.66	24.29
26.85	25.66	24.29
26.83	25.66	24.27
26.83	25.66	24.26
26.83	25.64	24.26
26.83	25.64	24.26
26.83	25.63	24.26
26.83	25.65	24.27
26.83	25.63	24.28
26.83	25.65	24.28
26.83	25.61	24.26
26.83	25.64	24.25
26.83	25.64	24.25
26.83	25.64	24.26
26.83	25.64	24.26
26.83	25.64	24.26
26.83	25.65	24.26
26.83	25.64	24.26
26.79	25.64	24.23
26.83	25.64	24.24
26.83	25.64	24.24
26.83	25.63	24.24
26.79	25.64	24.24
26.83	25.61	24.24
26.83	25.61	24.24
26.83	25.64	24.24
26.83	25.64	24.24
26.83	25.61	24.21
26.83	25.61	24.21
26.83	25.63	24.21
26.83	25.63	24.19
26.87	25.63	24.19
26.87	25.64	24.21
26.87	25.63	24.21
26.95	25.64	24.21
26.95	25.64	24.19
26.95	25.64	24.19
26.98	25.64	24.24
26.98	25.64	24.21
26.95	25.63	24.21
26.98	25.63	24.21
26.98	25.61	24.25
26.95	25.64	24.25
26.95	25.64	24.25
26.95	25.64	24.25
26.95	25.65	24.25
26.95	25.64	24.21
26.91	25.63	24.21
26.91	25.65	24.21
26.91	25.63	24.22
26.91	25.61	24.22
26.87	25.57	24.22
26.87	25.58	24.22
26.87	25.57	24.24
26.87	25.57	24.24
26.83	25.59	24.24
26.87	25.60	24.22
26.87	25.63	24.21
26.87	25.65	24.21
26.87	25.64	24.24
26.83	25.61	24.21
26.83	25.63	24.21
26.83	25.63	24.20
26.83	25.61	24.20
26.83	25.60	24.20
26.83	25.60	24.20
26.83	25.63	24.20
26.83	25.63	24.19
26.83	25.59	24.19
26.83	25.64	24.19
26.83	25.61	24.20
26.83	25.63	24.20
26.79	25.64	24.19
26.79	25.61	24.19
26.79	25.61	24.19
26.79	25.63	24.20
26.79	25.61	24.19
26.79	25.63	24.19
26.79	25.63	24.20
26.79	25.61	24.19
26.79	25.61	24.19
26.79	25.60	24.20
26.83	25.61	24.20
26.83	25.59	24.20
26.87	25.59	24.19
26.87	25.59	24.19
26.87	25.59	24.16
26.87	25.59	24.20
26.87	25.57	24.20
26.87	25.56	24.19
26.91	25.55	24.19
26.87	25.57	24.20
26.91	25.59	24.19
26.91	25.57	24.19
26.91	25.58	24.19
26.91	25.59	24.15
26.91	25.58	24.15
26.91	25.60	24.19
26.91	25.61	24.20
26.91	25.61	24.20
26.95	25.61	24.16
26.95	25.61	24.16
26.98	25.59	24.16
26.98	25.61	24.19
26.98	25.61	24.19
26.95	25.61	24.19
26.98	25.61	24.19
26.95	25.60	24.19
26.95	25.60	24.20
26.95	25.61	24.20
26.95	25.61	24.19
26.91	25.58	24.19
26.91	25.61	24.19
26.91	25.61	24.20
26.91	25.61	24.19
26.91	25.61	24.19
26.91	25.60	24.18
26.91	25.61	24.19
26.91	25.61	24.19
26.91	25.61	24.18
26.91	25.61	24.18
26.91	25.60	24.20
26.91	25.60	24.19
26.91	25.59	24.19
26.91	25.59	24.17
26.91	25.59	24.20
26.91	25.61	24.20
26.91	25.58	24.19
26.91	25.58	24.19
26.91	25.59	24.16
26.87	25.60	24.18
26.87	25.58	24.18
26.87	25.59	24.17
26.87	25.59	24.16
26.87	25.56	24.16
26.87	25.58	24.18
26.87	25.59	24.16
26.87	25.59	24.16
26.87	25.59	24.14
26.87	25.59	24.14
26.87	25.57	24.19
26.87	25.54	24.17
26.87	25.57	24.17
26.87	25.57	24.19
26.83	25.53	24.16
26.87	25.57	24.16
26.87	25.57	24.18
26.83	25.54	24.18
26.83	25.55	24.16
26.81	25.52	24.16
26.87	25.55	24.16
26.87	25.57	24.15
26.87	25.55	24.16
26.83	25.56	24.16
26.87	25.54	24.17
26.85	25.52	24.16
26.95	25.55	24.16
26.95	25.56	24.17
26.95	25.54	24.17
26.95	25.56	24.16
26.95	25.57	24.17
26.93	25.52	24.17
26.93	25.52	24.16
26.95	25.52	24.16
26.93	25.51	24.16
26.95	25.55	24.16
26.95	25.55	24.16
26.95	25.54	24.16
26.95	25.58	24.17
26.95	25.55	24.17
26.91	25.58	24.14
26.91	25.55	24.17
26.91	25.54	24.17
26.91	25.57	24.16
26.91	25.53	24.16
26.91	25.55	24.16
26.91	25.53	24.17
26.89	25.56	24.17
26.91	25.55	24.17
26.91	25.53	24.17
26.91	25.54	24.17
26.91	25.56	24.19
26.91	25.57	24.16
26.91	25.55	24.16
26.91	25.55	24.16
26.91	25.55	24.16
26.91	25.56	24.16
26.91	25.55	24.14
26.85	25.53	24.14
26.91	25.54	24.16
26.91	25.56	24.16
26.91	25.56	24.16
26.91	25.56	24.14
26.89	25.56	24.16
26.87	25.56	24.16
26.91	25.56	24.14
26.85	25.54	24.14
26.91	25.55	24.12
26.87	25.53	24.14
26.85	25.51	24.14
26.91	25.53	24.16
26.91	25.53	24.14
26.87	25.55	24.14
26.91	25.54	24.13
26.91	25.55	24.13
26.85	25.53	24.16
26.85	25.50	24.13
26.91	25.55	24.13
26.85	25.52	24.13
26.85	25.53	24.13
26.89	25.54	24.13
26.91	25.54	24.12
26.91	25.54	24.15
26.91	25.54	24.15
26.95	25.53	24.12
26.93	25.54	24.12
26.93	25.53	24.13
26.93	25.51	24.14
26.95	25.54	24.14
26.91	25.53	24.12
26.95	25.52	24.16
26.95	25.53	24.16
26.95	25.54	24.12
26.91	25.55	24.12
26.89	25.53	24.16
26.89	25.53	24.14
26.89	25.52	24.14
26.91	25.51	24.12
26.85	25.52	24.12
26.89	25.52	24.12
26.85	25.51	24.10
26.91	25.54	24.14
26.91	25.55	24.14
26.89	25.55	24.15
26.91	25.54	24.15
26.91	25.55	24.12
26.89	25.55	24.14
26.85	25.51	24.14
26.85	25.50	24.12
26.85	25.49	24.14
26.85	25.50	24.14
26.85	25.51	24.15
26.91	25.54	24.15
26.91	25.52	24.12
26.91	25.55	24.12
26.91	25.54	24.12
26.91	25.53	24.14
26.91	25.56	24.11
26.91	25.54	24.11
26.85	25.52	24.15
26.91	25.54	24.14
26.91	25.55	24.14
26.87	25.55	24.14
26.87	25.56	24.14
26.87	25.54	24.12
26.85	25.55	24.14
26.91	25.54	24.14
26.85	25.53	24.14
26.87	25.54	24.12
26.85	25.50	24.12
26.85	25.52	24.14
26.85	25.52	24.14
26.87	25.53	24.12
26.85	25.50	24.10
26.87	25.49	24.10
26.91	25.53	24.11
26.89	25.55	24.12
26.91	25.54	24.12
26.89	25.53	24.10
26.91	25.53	24.12
26.89	25.53	24.12
26.91	25.53	24.11
26.89	25.53	24.11
26.91	25.55	24.12
26.91	25.53	24.12
26.87	25.51	24.12
26.85	25.49	24.11
26.85	25.50	24.11
26.87	25.51	24.11
26.85	25.50	24.12
26.85	25.49	24.12
26.89	25.53	24.11
26.89	25.49	24.11
26.95	25.52	24.11
26.93	25.49	24.11
26.93	25.53	24.12
26.93	25.51	24.12
26.95	25.53	24.13
26.89	25.53	24.11
26.95	25.51	24.11
26.93	25.55	24.11
26.89	25.53	24.11
26.91	25.54	24.11
26.89	25.54	24.8
26.91	25.53	24.8
26.89	25.53	24.8
26.91	25.52	24.12
26.89	25.52	24.12
26.89	25.50	24.8
26.85	25.50	24.8
26.89	25.50	24.12
26.91	25.53	24.12
26.89	25.52	24.12
26.91	25.52	24.8
26.91	25.53	24.8
26.87	25.53	24.8
26.85	25.51	24.8
26.85	25.50	24.8
26.85	25.51	24.10
26.85	25.52	24.9
26.85	25.49	24.9
26.85	25.52	24.7
26.85	25.48	24.10
26.85	25.53	24.10
26.85	25.52	24.6
26.81	25.48	24.8
26.85	25.51	24.8
26.85	25.51	24.7
26.85	25.49	24.7
26.87	25.51	24.8
26.87	25.51	24.8
26.87	25.52	24.8
26.85	25.52	24.7
26.85	25.50	24.7
26.85	25.53	24.7
26.87	25.53	24.6
26.87	25.53	24.6
26.87	25.51	24.7
26.87	25.52	24.5
26.87	25.52	24.5
26.85	25.50	24.9
26.83	25.49	24.7
26.85	25.53	24.7
26.87	25.53	24.7
26.85	25.52	24.7
26.85	25.52	24.7
26.91	25.53	24.7
26.91	25.53	24.7
26.91	25.53	24.11
26.91	25.54	24.11
26.87	25.53	24.11
26.91	25.52	24.9
26.89	25.52	24.9
26.91	25.52	24.9
26.91	25.51	24.10
26.89	25.49	24.10
26.89	25.49	24.8
26.95	25.50	24.7
26.93	25.53	24.7
26.93	25.54	24.8
26.93	25.51	24.8
26.93	25.51	24.8
26.97	25.49	24.13
26.98	25.53	24.13
27.1	25.50	24.8
27.1	25.51	24.11
27.1	25.51	24.11
27.1	25.51	24.12
27.1	25.52	24.12
27.1	25.52	24.12
27.1	25.50	24.8
27.2	25.51	24.8
27.1	25.51	24.11
27.1	25.51	24.8
26.97	25.51	24.8
27.2	25.53	24.11
26.98	25.55	24.8
26.98	25.52	24.8
26.97	25.51	24.11
26.98	25.53	24.11
26.98	25.52	24.11
26.97	25.52	24.11
27.1	25.51	24.11
27.2	25.54	24.10
27.1	25.50	24.9
27.1	25.51	24.9
27.1	25.51	24.8
27.7	25.52	24.10
27.1	25.49	24.10
27.5	25.51	24.11
27.5	25.51	24.11
27.5	25.51	24.8
27.5	25.52	24.10
27.5	25.53	24.10
27.7	25.55	24.10
27.7	25.55	24.10
27.7	25.55	24.10
27.7	25.52	24.8
27.7	25.54	24.8
27.7	25.55	24.10
27.1	25.53	24.12
27.5	25.55	24.12
27.5	25.51	24.8
27.7	25.53	24.12
27.2	25.53	24.12
27.2	25.53	24.10
27.2	25.52	24.10
27.1	25.52	24.8
27.2	25.55	24.10
26.97	25.51	24.10
27.2	25.55	24.7
26.98	25.51	24.11
27.1	25.54	24.11
27.1	25.51	24.8
27.1	25.52	24.11
27.1	25.52	24.11
27.1	25.50	24.8
26.98	25.50	24.8
26.97	25.49	24.10
26.97	25.49	24.11
26.97	25.49	24.11
26.97	25.49	24.8
26.97	25.49	24.10
26.97	25.49	24.10
26.98	25.55	24.10
26.97	25.52	24.10
26.98	25.53	24.8
26.98	25.53	24.8
26.98	25.53	24.8
26.95	25.54	24.10
26.98	25.54	24.10
26.97	25.54	24.10
26.95	25.53	24.8
26.93	25.50	24.8
26.89	25.50	24.11
26.93	25.50	24.7
26.93	25.52	24.7
26.93	25.53	24.9
26.95	25.53	24.10
26.95	25.53	24.10
26.95	25.54	24.9
26.93	25.48	24.8
26.93	25.50	24.8
26.95	25.51	24.7
26.89	25.49	24.7
26.93	25.51	24.10
26.95	25.52	24.7
26.95	25.51	24.7
26.89	25.52	24.8
26.93	25.51	24.5
26.89	25.46	24.5
26.93	25.49	24.7
26.93	25.49	24.7
26.93	25.48	24.6
26.97	25.51	24.5
26.97	25.50	24.5
26.97	25.51	24.5
26.97	25.52	24.7
26.98	25.53	24.7
26.98	25.53	24.5
26.98	25.52	24.5
26.93	25.49	24.7
26.97	25.52	24.5
26.98	25.52	24.5
26.93	25.48	24.7
26.93	25.49	24.7
26.93	25.49	24.7
26.93	25.51	24.5
26.93	25.50	24.7
26.93	25.51	24.7
26.93	25.51	24.5
26.93	25.51	24.5
26.93	25.50	24.7
26.93	25.54	24.4
26.95	25.50	24.4
26.93	25.49	24.6
26.95	25.53	24.5
26.89	25.49	24.5
26.89	25.49	24.5
26.89	25.48	24.5
26.93	25.53	24.5
26.89	25.53	24.7
26.93	25.50	24.7
26.91	25.51	24.7
26.89	25.48	24.4
26.93	25.51	24.4
26.89	25.51	24.7
26.89	25.48	24.7
26.89	25.52	24.6
26.89	25.50	24.5
26.89	25.52	24.5
26.89	25.52	24.5
26.89	25.52	24.3
26.91	25.52	24.3
26.91	25.52	24.6
26.89	25.52	24.6
26.91	25.52	24.6
26.89	25.52	24.5
26.89	25.51	24.5
26.91	25.51	24.6
26.89	25.53	24.4
